Product_id;Final_year_review_count
1570429596;116
1586210912;113
0446677450;113
0446310786;104
0316316962;97
1570427933;97
0060938455;90
0805063897;67
B000089CJI;63
0684801523;48
1580627560;44
0066620996;44
0694526088;44
069452607X;44
0439324599;44
0609805363;42
1403367256;40
1571740481;39
0399142789;37
0743500474;35
0970565100;35
1403367248;34
093917345X;33
067104334X;33
0399144463;33
0671579592;32
0671723650;31
0399147241;31
0671043218;30
0671027034;30
0743420373;29
0743517830;29
0743455967;28
0671015206;28
0743517814;28
038549081X;27
1563523302;27
0071385495;27
0743517849;27
0743517822;27
1567315682;27
0613080939;26
0553375407;26
0393057658;25
0310219604;25
1878424319;25
0310226465;25
0310209307;25
1573241415;24
1567314163;24
0743520343;24
0142000280;23
0743520335;23
0940687003;23
0670891924;23
1565115201;23
156511521X;23
0670899240;23
1559276134;23
1576600998;23
0060652896;22
0609610570;22
1559276126;22
0449214923;22
0060093668;22
0060652934;22
0964326108;21
0964326116;21
0449911462;21
158063205X;21
0879804440;21
0449001083;21
0739302752;21
0793154154;21
1561709336;21
1930097441;20
1587990717;20
0759642982;20
0446602744;20
0452267250;19
0060652926;19
0451165209;19
0451205367;19
0671663984;18
1883219337;18
0671708635;18
188321937X;18
0671315285;18
9992006684;18
1883219027;18
0762408332;18
188321923X;18
0671687964;18
1929494157;18
0613191455;18
1883219973;18
0679720200;17
0670881465;17
0671791540;17
0671657860;17
0793173655;17
0533131936;17
0964965003;17
0671582089;17
1571743812;17
0140280197;16
0192860925;16
0967089301;16
0385495196;16
0385495188;16
0967089328;15
047102466X;15
1571741941;15
1580626831;15
020530902X;15
1574533924;15
1574535110;15
0553210092;15
1592400035;15
0393315703;15
1580622666;15
0060652950;15
0226467716;14
0385499345;14
0486272745;14
0226500438;14
0226500446;14
0300064020;14
1564146308;14
0872203166;14
0300064039;14
0679410449;14
0872203174;14
0192833979;14
0140449159;14
0393962202;14
0609609491;14
0451527461;14
0879753447;14
157851486X;14
0521342406;14
